Position CC / OVC (Picklist Label),Company (Label),Position Country (code),Legal Entity (Label),Legal Entity (Legal Entity Code),Location (Location Name),Business unit (Label),Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Position Position Title (Label),Position Job Function (Label),Work Contract (Picklist Label),CC / OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Customer Support Rep II,PPD Customer Service,Customer Care Representative II,Customer Service,Tech & Spec Sal (SE),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Contingent,Fixed Term,Outsourced Vendor,Outsourced Vendor,DESIGN ENGINEERING,Contractor - Engineer,Contingent Worker,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Contingent,Fixed Term,Outsourced Vendor,Outsourced Vendor,DESIGN ENGINEERING,Engineering - Contractor,Contingent Worker,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Milwaukee South Harbor,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Pricing Analyst II,MINING NA SALES,Pricing Analyst II,Commercial,Tech & Spec Sal (SE),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Tucson (Modular Mining),NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Sr. Product Manager Decarbonization,Engineering Project,Sr. Product Manager - SW Systems,Product Marketing,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Contingent,Fixed Term,Outsourced Vendor,Outsourced Vendor,ADMIN ENGINEERING,"ProductSpace Solutions, INC",Contingent Worker,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Sahuarita (AZ Proving Grounds),NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer III,PROVING GROUNDS,Engineer III,Engineering,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Customer Support Rep II,PPD Customer Service,Customer Care Representative II,Customer Service,Tech & Spec Sal (SE),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer III,DESIGN ENGINEERING,Engineer III,Engineering,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineering Administrator,ADMIN ENGINEERING,Engineering Administrator,Research & Development,Cler & Sten Sal (SD),CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Contract Manager,MINING SALES ADMIN,Regional Commercial Manager,Sales,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,Manufacturing Admin,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,"Coordinator, Order & Distribution",PMO-ORDER & DISTRIBU,"Coordinator, Order & Distribution",Manufacturing Support,Cler & Sten Sal (SD),CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Logistics Supervisor,PMO-GENERAL FACTORY,Logistics Supervisor,Manufacturing,Tech & Spec Sal (SE),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineering Administrator,ADMIN ENGINEERING,Engineering Administrator,Research & Development,Cler & Sten Sal (SD),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer IV,DESIGN ENGINEERING,Engineer IV,Engineering,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Sahuarita (AZ Proving Grounds),NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer IV,PROVING GROUNDS,Engineer IV,Engineering,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer V,TEST ENGINEERING,Senior Engineer,Engineering,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Principal Engineer I,DESIGN ENGINEERING,Principal Engineer,Engineering,,CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Nurse,PMO-SAFETY,Occ Health Nurse,Environmental Health & Safety,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Customer Support Rep I,PPD Customer Service,Customer Service Representative I,Manufacturing,Cler & Sten Sal (SD),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer II,TEST ENGINEERING,Engineer II,Engineering,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,PMO-STORES & RECEIVI,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,Direct (DL),OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,Direct (DL),OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Plant Supervisor,PMO-GENERAL FACTORY,Plant Supervisor,Manufacturing,Tech & Spec Sal (SE),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,Parts Sales & Marketing,Komatsu Mining Technologies,Parts,Regular,Full-Time,Salaried,Product Manager,MINING MARKETING,Aftermarket Product Manager,Parts Sales & Marketing,Tech & Spec Sal (SE),CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Shop Clerk,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineering Administrator,ADMIN ENGINEERING,Engineering Administrator,Research & Development,Cler & Sten Sal (SD),CC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Master Scheduler,PEORIA MFG,Master Scheduler,Manufacturing,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Fab Inspector,PMO-INSPECTION,Fab Inspector,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,"Director, Manufacturing Operations & PPD",PMO-GENERAL FACTORY,"Sr. Manager, Manufacturing Operations",Manufacturing,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Fab Inspector,PMO-INSPECTION,Fab Inspector,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Contract Administrator,PMO-PURCHASING,Buyer,Manufacturing,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Fab Inspector,PMO-INSPECTION,Fab Inspector,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer V,DESIGN ENGINEERING,Engineer V,Engineering,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Painter,PMO-ELEC TRK-PAINT C,Painter,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer V,DESIGN ENGINEERING,Senior Engineer,Engineering,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Welder,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Lead Engineer II,DESIGN ENGINEERING,Lead Engineer II,Engineering,,CC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,General Assembler,TEST ENGINEERING,General Assembler,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Equipment Inspector,PMO-INSPECTION,Equipment Inspector,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,PMO-ELEC TRK-ASSEM,Mechanical Assembler,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,E/E Assembler,PMO-ELEC TRK-ASSEM,E/E Assembler,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,PMO-ELEC TRK-ASSEM,Mechanical Assembler,Manufacturing,,OVC
Overhead Variable Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,General Machinist,PMO-SALVAGE,General Machinist,Manufacturing,,OVC
Capacity Cost,KAC,USA,Komatsu America Corp.,KAC,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Principal Engineer II,DESIGN ENGINEERING,Senior Principal Engineer,Engineering,,CC
