CC / OVC,Company (Label),Position Country (Label),Legal Entity (Label),Physical Location (Location Name),Business unit (Label),Position Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Job Title,Position Position Title (Label),Work Contract (Picklist Label),Job Function (Label)
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Welder-Journey,Heavy Fabrication,Manufacturing - LVW HRLY Welder-Journey,Welder - Journey,Direct (DL),Manufacturing
OVC,US Distribution,United States,Joy Global Surface Mining,Elko NV,Manufacturing,,Parts and Service,Regular,Full-Time,Hourly,Welder III,WELDING SRV ELKO,Welder III,Welder III,Direct (DL),Co. Owned Distribution
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Dept Duf,AMNO - Mechanic I,DUF Mechanic,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Mt. Vernon - Midwest Americas,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,SURF Grade 13 NBH,Service for Hire,Field Service - SURF Grade 13 NBH,Magnum Service Technician,Direct (DL),Co. Owned Distribution
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Lead II or Working Lead II (D),Quality Control,Manufacturing - LVW HRLY Lead II or Working Lead II (D),Document Control & Calibration Lead,Indirect (IG),Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Sr. IT Desktop Support Technician,Client Services,Sr. IT Desktop Support Technician,Sr. Desktop Support Technician,Cler & Sten Sal (SD),Information Technology
OVC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,TIANJIN CHINA HRLY Grade 6,Machinery Focus,Production- TIANJIN CHINA HRLY Grade 6,Machining Operator,,Manufacturing
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,France Jobs,Manufacturing Qual,NA - France Jobs,Quality System Manager,Indirect (IG),
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,PMO-ELEC TRK-MACHINE,Manufacturing - Welder,Welder,,Manufacturing
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Temporary,Trainee,Salaried,Manufacturing - Contractor,Training for Manuf,Manufacturing - Contractor,Engineering in Training - Industrial,,Manufacturing
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Temporary,Trainee,Salaried,Manufacturing - Contractor,Training & Developme,Manufacturing - Contractor,Engineering in Training - Electrical,,Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Material Handler/Coordinator II,Surface Loader Assy,Supply Chain - LVW HRLY Material Handler/Coordinator II,Material Handler/Coordinator II,Indirect (IG),Supply Chain
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Laborer,SU SPARWOOD SHOP,Manufacturing - Laborer,Labourer,Direct (DL),Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Welder,SU SPARWOOD SHOP,Field Service - Welder,Journeyperson Welder,Direct (DL),Co. Owned Distribution
OVC,Underground,United States,Joy Global Underground,Solon - Cleveland Operations,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shaper Operator,Shaping BFG,Manufacturing - Shaper Operator,BGR Shaper Operator,Direct (DL),Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Ft. McMurray,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Welder,SU FORT MC SHOP,Field Service - Welder,Journeyperson Welder,Direct (DL),Co. Owned Distribution
CC,KAC,United States,Komatsu America Corp.,Novi (NTC/IMO),NTC America Corporation,,NTC America,Regular,Full-Time,Salaried,Sales Engineer,NTC Sales,Sales - Sales Engineer,Sales Engineer,,Sales
CC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Human Resources,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,HR Representative I,Human Resources,Human Resources - HR Representative I,Human Resources Administration Coordinator,,Human Resources
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Operations,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,France Jobs,Warehouse,NA - France Jobs,Logistics Assistant,Indirect (IG),
OVC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Operations,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,France Jobs,Maintenance Curative,NA - France Jobs,Curative Maintenance Technician,,
OVC,Modular Mining Systems Inc,Australia,Modular Mining Systems Pty Ltd,Milton,Mining Technology Solutions,Komatsu Mining Technologies,Customer Success,Regular,Full-Time,Salaried,Machine Platform Manager,Eng SRE (MTS-AU),Machine Platform Manager,Machine Platform Manager,,
OVC,Modular Mining Systems Inc,Australia,Modular Mining Systems Pty Ltd,Brendale,Mining Technology Solutions,Komatsu Mining Technologies,Business Services,Regular,Full-Time,Salaried,Workshop Technician,Wrhs/Manuf DC Brend.,Workshop Technician,Workshop Technician,,
CC,Underground,United States,Joy Global Underground,Charleroi - North East Americas,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Buyer IV,GDC - Purchasing,Buyer IV,Senior Buyer,Tech & Spec Sal (SE),Supply Chain
CC,Komatsu West,United States,Komatsu America Corp.,Salt Lake City (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Salaried,HR Program Manager,Corp Admin-HR,Human Resources - HR Program Manager,"Recruitment Program Manager, Military/Veteran",,Human Resources
CC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Cost Accountant III,Accounting & Finance,Finance - Cost Accountant III,Sr. Cost Accountant,Tech & Spec Sal (SE),Finance
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Welder II,Mechanical Dept Duf,AMNO - Welder II,DUF Welder,Direct (DL),Manufacturing
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Digital Solutions Architect,Ent Integ & Innov,Information Technology - Digital Solutions Architect,Digital Solutions Architect,Tech & Spec Sal (SE),Information Technology
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Repair We,AMNO - Mechanic I,WEL Mechanic,Direct (DL),Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Maintenance Millwright,PMO-MECH/ELEC MAINTE,Manufacturing - Maintenance Millwright,Maintenance Millwright,,Manufacturing
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanic,Franklin PDTC,Manufacturing - Mechanic,FRK Experimental Mechanic,Cler & Sten Sal (SD),Manufacturing
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Dept Well,AMNO - Mechanic I,WEL Mechanic,Direct (DL),Manufacturing
CC,Surface,Russian Federation,Joy Global Llc (Russia),Moscow - Russia,Commercial,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Commercial Manager I,Selling PH Russia,Commercial - Commercial Manager I,"Commercial Manager, Surface",,Commercial
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Komatsu Financial,Komatsu North America,Komatsu Financial,Regular,Full-Time,Salaried,Finance Representative,KFLP OVERHEAD-RETAIL,Finance Representative,Finance Representative,,Finance
CC,Underground,United States,Joy Global Underground,Warrendale - Global HDQTRS,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Supply Chain Manager I,GDC - Purchasing,Supply Chain - Supply Chain Manager I,Senior Supply Chain Manager,Supervision Sal (SA),Supply Chain
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,"Supervisor, Warehouse",Wrhs Supervisors/Rec,"Parts - Supervisor, Warehouse","Supervisor, Warehouse",Group Leader Sal (SB),Parts
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Electrical Assembly II,Surface Loader Assy,Manufacturing - LVW HRLY Electrical Assembly II,Electrical Assembly II,Direct (DL),Manufacturing
OVC,US Distribution,United States,Joy Global Surface Mining,Evansville WY,Manufacturing,Komatsu North America,Manufacturing,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,HCS A.N. EVANS SHOP,Contingent Worker - Temporary Contractor,Shop Worker,,Contingent Worker
CC,Underground,China,"Jg Investment Co., Ltd",Beijing - Global China,Legal,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Legal Counsel,BEIJING LEGAL,Legal - Legal Counsel,"Legal Counsel, China",,Legal
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Manchester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,PRS Application,Engineering - Engineer I,Design Engineer,UK Permanent FT (80),Engineering
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Manchester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,PRS Application,Engineering - Engineer I,Design Engineer,UK Permanent FT (80),Engineering
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Manchester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,PRS Application,Engineering - Engineer I,Design Engineer,UK Permanent FT (80),Engineering
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Manchester - United Kingdom,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Commercial Accounting Manager II,Trade Finance,Finance - Commercial Accounting Manager II,Manager of Global Export Contracts,UK Permanent FT (80),Finance
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Worcester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Temporary,Casual,Hourly,Temporary - Engineering,PRS Application,Engineering - Temporary - Engineering,Consultant Engineer,UK Temporary PT (83),Engineering
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Worcester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Temporary,Casual,Hourly,Temporary - Engineering,PRS Application,Engineering - Temporary - Engineering,Consultant Engineer,UK Temporary PT (83),Engineering
CC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Human Resources,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,HR Generalist III,Human Resources,Human Resources - HR Generalist III,HR Business Partner,,Human Resources
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,PMO-MFG SHIPPING,Manufacturing - Mechanical Assembler,Mechanical Assembler,,Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Hydraulic Assembly II,Surface Loader Assy,Manufacturing - LVW HRLY Hydraulic Assembly II,Hydraulic Assembly II,Direct (DL),Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Installer II,Surface Loader Assy,LVW HRLY Installer II,General Assembly II,Direct (DL),Manufacturing
CC,Modular Mining Systems Inc,United States,"Modular Mining Systems, Inc.",Tucson,Mining Technology Solutions,Komatsu Mining Technologies,Sales & Marketing,Regular,Full-Time,Salaried,UX Designer III,Prod Strat UX Design,UX Designer III,UX Designer III,,
CC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,Engineering - MP,Engineer I,Engineer I,Tech & Spec Sal (SE),Engineering
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrical Repairman,Misc Elect Rep. Well,AMNO - Electrical Repairman,WEL Electrical Repairman,Direct (DL),Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Ft. McMurray,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Welder,SU FORT MC SHOP,Field Service - Welder,Journeyperson Welder,Direct (DL),Co. Owned Distribution
CC,Komatsu East,United States,Komatsu America Corp.,Wilkes Barre (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Salaried,Territory Manager,Wilkes Barre Sales,Sales - Territory Manager,Territory Manager,,Sales
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Winder II,Motor Manufacturing,Manufacturing - LVW HRLY Winder II,Winder II,Direct (DL),Manufacturing
CC,CA Distribution,Canada,Joy Global (Canada) Ltd,Calgary,Human Resources,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,HR Generalist II,SU CORPORATE H RES,Human Resources - Human Resources Generalist I,Senior Talent Acquisition Specialist,Indirect (IG),Human Resources
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Human Resources,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,HR Operations Coordinator,KAC - FACILITIES KNA,HR Operations Coordinator,Office Coordinator,Cler & Sten Sal (SD),Human Resources
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Boilershop (W) - SC,Contingent Worker - Temporary Contractor,Boilermaker,,Contingent Worker
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Boilershop (W) - CM,Contingent Worker - Temporary Contractor,Boilermaker,,Contingent Worker
CC,Komatsu West,United States,Komatsu America Corp.,Home Office,Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Salaried,Business Development Director I,Corp-Mining Div,Sales - Business Development Director I,Remarketing and Rental Equipment Manager,,Sales
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,PMO-ELEC TRK-ASSEM,Manufacturing - Mechanical Assembler,Mechanical Assembler,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,"PMO-Spindle, Hub & B",Manufacturing - Mechanical Assembler,Mechanical Assembler,,Manufacturing
